seic,seic_benefit,SEIC ERROR,health,health_benefit,Health ERROR,house,house_benefit,House ERROR,nutrition,nutrition_benefit,Nutrition ERROR,livelihood,livelihood_benefit,livelihood ERROR,education,education_benefit,Education ERROR,scheme1,scheme1_benefit,Scheme-1 ERROR,scheme2,scheme2_benefit,Scheme-2 ERROR
66,23084,No Error,78,73038,No Error,79,71144,No Error,31,26490,No Error,54,81274,No Error,92,39375,No Error,51,Eligible,No Error,13,Eligible,EOI
60,58991,No Error,67,52323,No Error,49,64550,No Error,78,4929,EOE,47,38762,No Error,60,33858,No Error,24,Non-Eligible,No Error,34,Non-Eligible,No Error
62,65022,No Error,81,54342,No Error,75,52735,No Error,93,55908,No Error,34,41919,No Error,31,27275,No Error,91,Eligible,No Error,36,Non-Eligible,No Error
48,52182,No Error,40,17169,No Error,81,23773,No Error,20,26097,No Error,22,10567,No Error,81,76237,No Error,26,Non-Eligible,No Error,49,Non-Eligible,No Error
58,92790,No Error,44,15226,No Error,84,62950,No Error,77,29297,No Error,11,85499,EOI,75,51897,No Error,76,Eligible,No Error,95,Eligible,No Error
67,31694,No Error,90,47240,No Error,68,61065,No Error,55,71514,No Error,61,62856,No Error,65,23985,No Error,61,Eligible,No Error,95,Non-Eligible,EOE
75,36847,No Error,78,12449,No Error,93,43225,No Error,73,69809,No Error,68,11031,No Error,65,65234,No Error,88,Non-Eligible,EOE,11,Eligible,EOI
58,99932,No Error,92,5441,EOE,97,74744,No Error,13,36039,No Error,43,36173,No Error,46,2993,No Error,98,Non-Eligible,EOE,28,Eligible,No Error
55,9078,No Error,76,40551,No Error,31,58229,No Error,47,26537,No Error,65,2853,No Error,59,1986,No Error,89,Eligible,No Error,36,Non-Eligible,No Error
54,52312,No Error,53,27828,No Error,39,38015,No Error,68,37611,No Error,75,198,EOE,38,18236,No Error,62,Eligible,No Error,46,Non-Eligible,No Error
67,9017,No Error,46,15193,No Error,88,38339,No Error,77,72925,No Error,64,84506,No Error,61,34508,No Error,84,Eligible,No Error,20,Non-Eligible,No Error
40,70110,No Error,69,44930,No Error,64,39203,No Error,18,32237,No Error,18,22681,No Error,32,28263,No Error,64,Non-Eligible,No Error,89,Non-Eligible,EOE
54,98649,No Error,96,31,EOE,47,78710,No Error,64,59077,No Error,4,40587,EOI,60,54960,No Error,25,Eligible,No Error,68,Non-Eligible,No Error
73,75875,No Error,50,78907,No Error,86,15615,No Error,97,34443,No Error,81,80166,No Error,55,8800,No Error,50,Eligible,No Error,53,Eligible,No Error
51,91866,No Error,76,57734,No Error,39,5500,No Error,63,36756,No Error,16,84188,EOI,63,32290,No Error,22,Non-Eligible,No Error,83,Eligible,No Error
70,56611,No Error,86,58316,No Error,35,68437,No Error,95,3752,EOE,97,34815,No Error,39,77741,No Error,70,Eligible,No Error,53,Non-Eligible,No Error
64,27564,No Error,23,32769,No Error,79,9668,EOE,100,487,EOE,29,65547,No Error,90,66265,No Error,20,Eligible,EOI,61,Non-Eligible,No Error
49,41746,No Error,91,52916,No Error,60,17618,No Error,55,28927,No Error,0,51174,EOI,39,50309,No Error,86,Eligible,No Error,29,Non-Eligible,No Error
59,56557,No Error,70,33242,No Error,65,33397,No Error,67,25581,No Error,8,21715,No Error,87,40616,No Error,21,Non-Eligible,No Error,75,Non-Eligible,No Error
50,26859,No Error,26,55652,No Error,34,1482,No Error,82,52447,No Error,68,49659,No Error,43,45034,No Error,41,Non-Eligible,No Error,81,Non-Eligible,EOE
59,94518,No Error,83,29961,No Error,53,61637,No Error,80,25979,No Error,33,79401,No Error,49,19239,No Error,32,Eligible,No Error,91,Eligible,No Error
56,95357,No Error,83,17213,No Error,32,72204,No Error,95,76818,No Error,21,74153,EOI,52,60590,No Error,75,Eligible,No Error,55,Non-Eligible,No Error
48,47836,No Error,26,15847,No Error,35,50357,No Error,41,11713,No Error,92,6556,EOE,49,1437,No Error,64,Non-Eligible,No Error,76,Eligible,No Error
88,28645,No Error,90,78370,No Error,71,46597,No Error,88,45527,No Error,100,66112,No Error,91,78635,No Error,72,Non-Eligible,No Error,17,Non-Eligible,No Error
55,95703,No Error,43,55325,No Error,89,78290,No Error,59,42466,No Error,37,84497,No Error,47,73021,No Error,39,Non-Eligible,No Error,51,Non-Eligible,No Error
61,39722,No Error,87,56809,No Error,48,56026,No Error,73,52905,No Error,32,41023,No Error,65,43159,No Error,30,Non-Eligible,No Error,96,Eligible,No Error
57,57720,No Error,42,48998,No Error,69,25741,No Error,21,13788,No Error,75,94546,No Error,80,18617,No Error,37,Eligible,No Error,66,Eligible,No Error
57,37967,No Error,36,70205,No Error,79,6577,EOE,94,47177,No Error,1,4241,No Error,79,31317,No Error,44,Non-Eligible,No Error,51,Eligible,No Error
50,44467,No Error,68,13867,No Error,99,3068,EOE,19,67616,EOI,14,70489,EOI,51,50856,No Error,44,Eligible,No Error,32,Non-Eligible,No Error
73,7551,EOE,61,56776,No Error,66,49401,No Error,85,41030,No Error,71,49346,No Error,85,44296,No Error,44,Non-Eligible,No Error,58,Non-Eligible,No Error
52,92750,No Error,52,32739,No Error,67,15923,No Error,100,27403,No Error,12,81242,EOI,31,59569,No Error,74,Eligible,No Error,10,Non-Eligible,No Error
39,7889,No Error,82,99,EOE,33,65510,No Error,16,2480,No Error,5,46125,EOI,59,38861,No Error,46,Non-Eligible,No Error,12,Non-Eligible,No Error
66,58011,No Error,97,3254,EOE,61,74618,No Error,75,44382,No Error,58,51843,No Error,42,31706,No Error,50,Non-Eligible,No Error,22,Non-Eligible,No Error
55,41721,No Error,41,49467,No Error,97,41419,No Error,30,74721,No Error,54,90523,No Error,57,66392,No Error,85,Eligible,No Error,43,Eligible,No Error
40,60664,No Error,58,77040,No Error,32,23346,No Error,30,50553,No Error,5,17679,No Error,76,23300,No Error,59,Non-Eligible,No Error,50,Eligible,No Error
48,98699,No Error,32,76909,No Error,79,75657,No Error,13,50645,EOI,23,18857,No Error,93,64906,No Error,68,Eligible,No Error,36,Non-Eligible,No Error
64,59892,No Error,97,30007,No Error,36,11749,No Error,84,16065,No Error,42,31989,No Error,64,20139,No Error,94,Non-Eligible,EOE,91,Non-Eligible,EOE
54,89862,No Error,73,52090,No Error,35,7488,No Error,98,28571,No Error,31,57471,No Error,33,15456,No Error,96,Non-Eligible,EOE,20,Non-Eligible,No Error
68,38586,No Error,92,75485,No Error,33,39692,No Error,64,12246,No Error,73,10119,No Error,80,57838,No Error,39,Eligible,No Error,61,Non-Eligible,No Error
72,72406,No Error,94,19638,No Error,79,19643,No Error,38,51927,No Error,62,16329,No Error,89,14376,No Error,87,Eligible,No Error,65,Non-Eligible,No Error
63,78333,No Error,68,7273,No Error,37,57954,No Error,21,48929,EOI,93,10840,No Error,96,59223,No Error,30,Eligible,No Error,10,Non-Eligible,No Error
44,69733,No Error,22,33341,No Error,72,60217,No Error,30,59243,No Error,26,26112,No Error,72,68789,No Error,37,Non-Eligible,No Error,39,Eligible,No Error
62,64187,No Error,59,30853,No Error,97,41845,No Error,48,78267,No Error,57,84037,No Error,52,5510,No Error,50,Non-Eligible,No Error,84,Eligible,No Error
59,49050,No Error,61,66224,No Error,69,72119,No Error,73,78612,No Error,60,75002,No Error,33,17091,No Error,45,Eligible,No Error,100,Eligible,No Error
63,95820,No Error,70,70843,No Error,49,12682,No Error,77,47146,No Error,36,43567,No Error,87,37590,No Error,21,Eligible,No Error,47,Eligible,No Error
69,57416,No Error,45,6804,No Error,83,31656,No Error,100,60372,No Error,79,28837,No Error,42,60935,No Error,98,Non-Eligible,EOE,54,Non-Eligible,No Error
66,51884,No Error,72,59261,No Error,32,10467,No Error,91,39199,No Error,59,25009,No Error,79,62073,No Error,36,Non-Eligible,No Error,53,Eligible,No Error
62,49307,No Error,38,73079,No Error,64,72960,No Error,68,38398,No Error,59,82243,No Error,83,23946,No Error,54,Eligible,No Error,76,Eligible,No Error
65,13829,No Error,55,53451,No Error,81,25300,No Error,43,62386,No Error,73,75609,No Error,77,22687,No Error,57,Eligible,No Error,98,Non-Eligible,EOE
60,76164,No Error,35,69454,No Error,64,22778,No Error,73,15407,No Error,56,18724,No Error,74,28918,No Error,100,Non-Eligible,EOE,71,Eligible,No Error
81,26567,No Error,95,39779,No Error,71,31827,No Error,100,9740,EOE,47,6794,No Error,95,14151,No Error,84,Non-Eligible,EOE,42,Eligible,No Error
45,17421,No Error,99,38996,No Error,42,66295,No Error,44,29412,No Error,8,38903,No Error,36,5143,No Error,81,Non-Eligible,EOE,46,Eligible,No Error
66,73753,No Error,91,13890,No Error,33,64377,No Error,94,65352,No Error,46,7020,No Error,68,60,No Error,60,Eligible,No Error,76,Eligible,No Error
77,37362,No Error,77,48821,No Error,81,68173,No Error,95,50632,No Error,85,63682,No Error,48,67995,No Error,44,Eligible,No Error,64,Eligible,No Error
51,45232,No Error,35,56214,No Error,52,50732,No Error,82,5996,EOE,53,15617,No Error,37,12746,No Error,78,Non-Eligible,No Error,30,Non-Eligible,No Error
53,51171,No Error,36,64265,No Error,54,61874,No Error,75,45953,No Error,52,5112,No Error,49,37646,No Error,72,Non-Eligible,No Error,38,Non-Eligible,No Error
67,13292,No Error,71,37728,No Error,93,402,EOE,92,49378,No Error,32,41521,No Error,50,9581,No Error,59,Non-Eligible,No Error,19,Eligible,EOI
47,57781,No Error,24,71105,EOI,60,68022,No Error,22,2897,No Error,98,37661,No Error,35,8544,No Error,44,Eligible,No Error,56,Eligible,No Error
61,47208,No Error,34,54459,No Error,99,29688,No Error,90,14048,No Error,38,45492,No Error,47,65483,No Error,92,Non-Eligible,EOE,42,Non-Eligible,No Error
80,71616,No Error,47,61722,No Error,65,24680,No Error,98,72866,No Error,97,77410,No Error,93,2521,EOE,39,Eligible,No Error,79,Eligible,No Error
65,19516,No Error,91,10327,No Error,66,33452,No Error,50,55191,No Error,87,22098,No Error,33,27349,No Error,91,Non-Eligible,EOE,38,Non-Eligible,No Error
62,50552,No Error,27,42627,No Error,78,37097,No Error,89,57266,No Error,82,80911,No Error,37,42185,No Error,83,Non-Eligible,EOE,87,Eligible,No Error
51,80804,No Error,35,34777,No Error,30,47813,No Error,60,73740,No Error,81,24614,No Error,52,24381,No Error,74,Non-Eligible,No Error,37,Eligible,No Error
66,31238,No Error,59,7600,No Error,96,47650,No Error,63,41569,No Error,29,98863,No Error,83,3058,EOE,77,Eligible,No Error,87,Non-Eligible,EOE
58,32676,No Error,36,13450,No Error,97,56003,No Error,15,56996,EOI,82,60295,No Error,64,32511,No Error,35,Eligible,No Error,91,Non-Eligible,EOE
45,58233,No Error,21,36653,No Error,80,26557,No Error,24,54214,EOI,54,55351,No Error,46,55195,No Error,83,Non-Eligible,EOE,52,Eligible,No Error
66,82834,No Error,42,996,No Error,100,22909,No Error,85,38255,No Error,69,84242,No Error,36,5610,No Error,98,Non-Eligible,EOE,29,Eligible,No Error
48,82716,No Error,32,67973,No Error,51,26750,No Error,75,7036,EOE,12,60527,EOI,73,5239,No Error,57,Non-Eligible,No Error,72,Non-Eligible,No Error
80,78857,No Error,56,79549,No Error,73,38112,No Error,80,70929,No Error,98,25236,No Error,93,47448,No Error,41,Eligible,No Error,88,Eligible,No Error
56,10564,No Error,94,66926,No Error,34,71755,No Error,62,27183,No Error,29,132,No Error,64,8766,No Error,85,Eligible,No Error,46,Non-Eligible,No Error
58,41928,No Error,42,28876,No Error,73,53697,No Error,42,77872,No Error,36,19222,No Error,97,31947,No Error,42,Eligible,No Error,11,Eligible,EOI
61,2468,No Error,94,33312,No Error,96,54822,No Error,69,59165,No Error,2,22790,No Error,46,31797,No Error,62,Non-Eligible,No Error,46,Eligible,No Error
56,52184,No Error,61,47092,No Error,86,65180,No Error,22,44373,EOI,60,16972,No Error,53,35014,No Error,55,Eligible,No Error,27,Eligible,No Error
78,38351,No Error,50,29024,No Error,91,5282,EOE,62,79274,No Error,97,83579,No Error,93,71034,No Error,92,Eligible,No Error,10,Eligible,EOI
56,55955,No Error,71,70575,No Error,91,46211,No Error,76,62133,No Error,2,29084,No Error,40,38075,No Error,94,Non-Eligible,EOE,22,Eligible,No Error
48,5572,No Error,32,7226,No Error,35,7075,No Error,95,50582,No Error,2,56640,EOI,76,24448,No Error,40,Eligible,No Error,17,Eligible,EOI
65,43408,No Error,83,23559,No Error,96,42786,No Error,71,52723,No Error,33,48894,No Error,45,78862,No Error,87,Eligible,No Error,50,Non-Eligible,No Error
40,72670,No Error,21,79002,EOI,35,78182,No Error,47,41365,No Error,18,81550,EOI,79,79613,No Error,51,Eligible,No Error,17,Eligible,EOI
51,45248,No Error,21,2602,No Error,56,29292,No Error,91,21737,No Error,46,42112,No Error,43,19196,No Error,90,Eligible,No Error,93,Eligible,No Error
50,5877,No Error,96,11613,No Error,68,5818,No Error,17,58447,EOI,39,85407,No Error,30,62322,No Error,59,Eligible,No Error,92,Non-Eligible,EOE
52,87081,No Error,25,77638,EOI,65,7931,No Error,21,71148,EOI,70,36906,No Error,80,34763,No Error,83,Non-Eligible,EOE,20,Eligible,EOI
34,59476,No Error,25,8834,No Error,35,26072,No Error,16,47269,EOI,26,62437,No Error,70,59354,No Error,62,Eligible,No Error,42,Eligible,No Error
69,68501,No Error,61,74033,No Error,53,78968,No Error,98,33558,No Error,39,94243,No Error,94,45451,No Error,56,Eligible,No Error,75,Eligible,No Error
62,38093,No Error,91,56383,No Error,35,35328,No Error,44,8546,No Error,66,56792,No Error,78,53738,No Error,43,Non-Eligible,No Error,10,Eligible,EOI
54,1716,No Error,33,34961,No Error,63,74543,No Error,41,1221,No Error,41,65592,No Error,93,40237,No Error,41,Non-Eligible,No Error,71,Non-Eligible,No Error
67,42040,No Error,83,79641,No Error,38,40800,No Error,71,63730,No Error,84,43543,No Error,62,70511,No Error,88,Non-Eligible,EOE,18,Non-Eligible,No Error
57,68233,No Error,37,30311,No Error,63,68828,No Error,96,48363,No Error,10,32493,No Error,80,20268,No Error,24,Non-Eligible,No Error,15,Non-Eligible,No Error
53,35144,No Error,91,4575,EOE,87,59659,No Error,19,1053,No Error,2,45387,EOI,68,8895,No Error,84,Non-Eligible,EOE,96,Non-Eligible,EOE
63,60964,No Error,73,61440,No Error,64,68993,No Error,13,17799,No Error,79,56283,No Error,88,67171,No Error,71,Non-Eligible,No Error,78,Eligible,No Error
56,24365,No Error,23,38710,No Error,89,74433,No Error,82,13604,No Error,27,55488,No Error,59,67581,No Error,48,Non-Eligible,No Error,77,Non-Eligible,No Error
69,58448,No Error,70,78702,No Error,93,40626,No Error,95,27858,No Error,12,50404,EOI,78,33623,No Error,31,Eligible,No Error,40,Non-Eligible,No Error
31,31177,No Error,21,49622,EOI,31,56449,No Error,35,76533,No Error,23,85625,EOI,47,27366,No Error,25,Eligible,No Error,87,Non-Eligible,EOE
61,17246,No Error,53,64552,No Error,37,7810,No Error,25,50763,EOI,92,48142,No Error,98,11712,No Error,39,Non-Eligible,No Error,88,Non-Eligible,EOE
62,22179,No Error,94,6938,EOE,34,65488,No Error,59,16551,No Error,52,835,No Error,74,73169,No Error,90,Non-Eligible,EOE,39,Non-Eligible,No Error
66,56670,No Error,100,55301,No Error,77,79412,No Error,57,30720,No Error,33,29637,No Error,63,39072,No Error,91,Non-Eligible,EOE,32,Non-Eligible,No Error
44,93902,No Error,27,21244,No Error,53,18342,No Error,38,40642,No Error,73,73896,No Error,32,31473,No Error,66,Eligible,No Error,14,Eligible,EOI
66,65339,No Error,62,29837,No Error,69,22948,No Error,47,22871,No Error,61,56418,No Error,91,68810,No Error,60,Non-Eligible,No Error,16,Eligible,EOI
57,45333,No Error,36,68719,No Error,33,22761,No Error,25,2807,No Error,96,3313,EOE,98,57788,No Error,96,Eligible,No Error,46,Eligible,No Error
59,9600,No Error,44,54488,No Error,97,41748,No Error,52,73017,No Error,62,25904,No Error,44,60546,No Error,85,Eligible,No Error,80,Eligible,No Error
39,55188,No Error,45,23562,No Error,46,59327,No Error,15,45856,EOI,60,43934,No Error,30,11046,No Error,88,Non-Eligible,EOE,11,Non-Eligible,No Error
45,47571,No Error,24,67959,EOI,31,8132,No Error,98,11560,No Error,24,48233,EOI,49,36275,No Error,26,Eligible,No Error,29,Eligible,No Error
49,37748,No Error,74,52398,No Error,69,3299,No Error,22,73112,EOI,36,25190,No Error,44,27528,No Error,46,Eligible,No Error,50,Non-Eligible,No Error
69,28305,No Error,54,78733,No Error,37,1481,No Error,74,22662,No Error,85,10360,No Error,95,70947,No Error,88,Eligible,No Error,41,Non-Eligible,No Error
60,5084,No Error,33,36385,No Error,71,26453,No Error,72,47796,No Error,45,13672,No Error,82,73482,No Error,61,Non-Eligible,No Error,82,Eligible,No Error
70,46925,No Error,84,58940,No Error,85,76834,No Error,91,71690,No Error,12,21782,No Error,81,10102,No Error,90,Eligible,No Error,45,Non-Eligible,No Error
72,13458,EOE,60,24986,No Error,79,10560,No Error,99,1881,EOE,39,48704,No Error,83,23969,No Error,95,Eligible,No Error,39,Non-Eligible,No Error
74,13136,EOE,81,55457,No Error,89,23328,No Error,57,61287,No Error,97,8710,EOE,50,74422,No Error,70,Non-Eligible,No Error,75,Eligible,No Error
66,78087,No Error,46,3666,No Error,55,3010,No Error,79,46085,No Error,91,37507,No Error,59,71474,No Error,100,Non-Eligible,EOE,87,Eligible,No Error
90,59545,No Error,71,22793,No Error,100,16532,No Error,89,38228,No Error,96,67888,No Error,97,70290,No Error,50,Non-Eligible,No Error,25,Non-Eligible,No Error
79,18051,EOE,56,46198,No Error,99,2933,EOE,97,35363,No Error,69,88313,No Error,74,46062,No Error,98,Non-Eligible,EOE,43,Eligible,No Error
59,90937,No Error,57,3390,No Error,49,9458,No Error,73,75290,No Error,29,76147,No Error,88,42535,No Error,65,Eligible,No Error,71,Eligible,No Error
55,57282,No Error,45,13748,No Error,39,33097,No Error,69,71745,No Error,31,44430,No Error,91,32480,No Error,100,Eligible,No Error,93,Non-Eligible,EOE
69,34567,No Error,82,79979,No Error,79,74421,No Error,53,50907,No Error,62,32699,No Error,71,34606,No Error,97,Non-Eligible,EOE,42,Eligible,No Error
63,21859,No Error,49,77435,No Error,67,59660,No Error,98,26098,No Error,9,4184,No Error,95,1996,EOE,50,Eligible,No Error,48,Non-Eligible,No Error
73,87706,No Error,56,52131,No Error,87,17598,No Error,95,1821,EOE,41,85982,No Error,87,2679,EOE,80,Non-Eligible,EOE,52,Non-Eligible,No Error
67,75301,No Error,87,54950,No Error,75,54020,No Error,61,40556,No Error,81,6546,EOE,35,35201,No Error,40,Eligible,No Error,48,Non-Eligible,No Error
57,93297,No Error,59,58872,No Error,80,66977,No Error,29,15325,No Error,47,34707,No Error,70,18116,No Error,90,Non-Eligible,EOE,33,Eligible,No Error
47,39530,No Error,87,32658,No Error,36,35132,No Error,19,13813,No Error,57,52763,No Error,40,22986,No Error,30,Eligible,No Error,42,Non-Eligible,No Error
71,90333,No Error,38,19030,No Error,82,35586,No Error,87,64630,No Error,61,28891,No Error,90,51874,No Error,64,Eligible,No Error,77,Eligible,No Error
69,62464,No Error,39,35034,No Error,74,10690,No Error,92,59159,No Error,70,11369,No Error,73,42,No Error,21,Eligible,No Error,90,Eligible,No Error
76,96899,No Error,60,55802,No Error,81,61067,No Error,55,3927,No Error,99,64327,No Error,89,37753,No Error,100,Eligible,No Error,11,Eligible,EOI
50,55295,No Error,29,64950,No Error,83,34608,No Error,24,42031,EOI,49,1592,No Error,67,23470,No Error,51,Non-Eligible,No Error,50,Non-Eligible,No Error
87,81953,No Error,94,33962,No Error,83,73840,No Error,89,21838,No Error,79,36421,No Error,91,76352,No Error,45,Non-Eligible,No Error,67,Non-Eligible,No Error
64,79188,No Error,44,62189,No Error,67,35195,No Error,96,28770,No Error,45,98607,No Error,68,68754,No Error,39,Eligible,No Error,77,Non-Eligible,No Error
69,35437,No Error,99,7796,EOE,86,16015,No Error,31,3924,No Error,79,750,EOE,50,68028,No Error,68,Non-Eligible,No Error,45,Non-Eligible,No Error
42,18971,No Error,36,28854,No Error,93,40642,No Error,34,4737,No Error,14,57517,EOI,33,74043,No Error,61,Eligible,No Error,26,Eligible,No Error
66,73011,No Error,69,72209,No Error,74,24556,No Error,63,26638,No Error,96,78752,No Error,30,37669,No Error,20,Non-Eligible,No Error,17,Non-Eligible,No Error
55,87945,No Error,73,60938,No Error,39,22383,No Error,61,34786,No Error,10,80744,EOI,96,77027,No Error,25,Non-Eligible,No Error,33,Non-Eligible,No Error
40,34379,No Error,41,28863,No Error,52,78417,No Error,39,41669,No Error,23,68347,EOI,47,26871,No Error,72,Eligible,No Error,67,Eligible,No Error
69,8750,No Error,85,71397,No Error,61,66006,No Error,80,41317,No Error,59,86848,No Error,62,10724,No Error,41,Eligible,No Error,62,Eligible,No Error
49,66967,No Error,25,74035,EOI,77,76767,No Error,32,23275,No Error,70,2306,No Error,42,15011,No Error,28,Eligible,No Error,66,Eligible,No Error
43,67246,No Error,56,58397,No Error,32,13783,No Error,11,46905,EOI,18,74914,EOI,99,17038,No Error,93,Eligible,No Error,62,Eligible,No Error
56,55493,No Error,70,49329,No Error,67,765,No Error,48,32416,No Error,55,74456,No Error,41,69385,No Error,53,Eligible,No Error,21,Eligible,No Error
55,6655,No Error,23,25087,No Error,100,35123,No Error,40,2324,No Error,50,54640,No Error,63,2384,No Error,67,Non-Eligible,No Error,31,Eligible,No Error
52,43567,No Error,96,78837,No Error,59,67511,No Error,37,73596,No Error,27,13639,No Error,41,27734,No Error,40,Non-Eligible,No Error,69,Eligible,No Error
64,74579,No Error,24,49024,EOI,100,69762,No Error,98,65779,No Error,34,18736,No Error,66,62838,No Error,91,Eligible,No Error,98,Non-Eligible,EOE
60,66521,No Error,69,35912,No Error,61,75040,No Error,62,49775,No Error,31,45730,No Error,81,46236,No Error,100,Non-Eligible,EOE,71,Eligible,No Error
55,69664,No Error,80,51200,No Error,96,21443,No Error,24,78375,EOI,30,27448,No Error,48,38779,No Error,91,Eligible,No Error,63,Non-Eligible,No Error
53,67102,No Error,59,60828,No Error,40,26968,No Error,93,51329,No Error,27,51251,No Error,48,56768,No Error,33,Eligible,No Error,29,Eligible,No Error
75,73797,No Error,60,56427,No Error,69,7557,No Error,98,25196,No Error,75,40533,No Error,76,37400,No Error,83,Non-Eligible,EOE,68,Eligible,No Error
67,74545,No Error,21,34485,No Error,96,40678,No Error,72,52210,No Error,59,43507,No Error,89,33970,No Error,41,Eligible,No Error,31,Eligible,No Error
55,59554,No Error,56,78998,No Error,78,56360,No Error,71,19379,No Error,2,79753,EOI,70,14612,No Error,60,Non-Eligible,No Error,85,Eligible,No Error
53,42005,No Error,49,13072,No Error,63,30696,No Error,31,58110,No Error,32,64548,No Error,92,8352,EOE,85,Eligible,No Error,54,Eligible,No Error
65,76571,No Error,72,50721,No Error,48,77110,No Error,93,65532,No Error,41,87577,No Error,73,35783,No Error,100,Non-Eligible,EOE,44,Eligible,No Error
49,8051,No Error,54,31061,No Error,57,67136,No Error,24,76348,EOI,23,29567,No Error,90,50611,No Error,54,Eligible,No Error,53,Eligible,No Error
40,6484,No Error,67,9234,No Error,40,37119,No Error,37,8494,No Error,27,47499,No Error,30,17117,No Error,97,Eligible,No Error,55,Eligible,No Error
74,79148,No Error,70,60931,No Error,90,75453,No Error,61,67873,No Error,73,21258,No Error,80,4057,EOE,70,Eligible,No Error,76,Eligible,No Error
62,83041,No Error,54,71233,No Error,62,56321,No Error,97,59291,No Error,65,51266,No Error,33,31664,No Error,58,Eligible,No Error,16,Non-Eligible,No Error
56,21661,No Error,98,76260,No Error,46,41238,No Error,31,65100,No Error,41,11933,No Error,68,75983,No Error,32,Eligible,No Error,53,Non-Eligible,No Error
79,33132,No Error,88,26810,No Error,77,54888,No Error,94,43906,No Error,76,45163,No Error,62,9303,No Error,97,Non-Eligible,EOE,18,Eligible,EOI
67,77031,No Error,77,62777,No Error,71,11035,No Error,90,25453,No Error,24,63450,EOI,77,58187,No Error,37,Non-Eligible,No Error,37,Non-Eligible,No Error
58,78903,No Error,42,74960,No Error,38,49752,No Error,82,22309,No Error,45,38112,No Error,83,65908,No Error,89,Eligible,No Error,92,Non-Eligible,EOE
69,76702,No Error,49,16435,No Error,94,1011,EOE,90,28109,No Error,77,7284,EOE,39,48413,No Error,36,Non-Eligible,No Error,96,Eligible,No Error
54,97934,No Error,73,56183,No Error,59,31605,No Error,35,46243,No Error,67,96603,No Error,38,70668,No Error,96,Non-Eligible,EOE,93,Non-Eligible,EOE
65,36044,No Error,61,23268,No Error,34,60771,No Error,86,8025,EOE,68,77378,No Error,78,38394,No Error,77,Eligible,No Error,35,Non-Eligible,No Error
79,38051,No Error,68,67870,No Error,92,41616,No Error,98,40592,No Error,69,42351,No Error,72,72075,No Error,44,Non-Eligible,No Error,47,Eligible,No Error
64,10149,No Error,78,19189,No Error,71,76672,No Error,75,20692,No Error,12,57550,EOI,88,71047,No Error,81,Eligible,No Error,91,Eligible,No Error
65,38454,No Error,95,7650,EOE,32,20955,No Error,92,71194,No Error,52,8420,No Error,54,6982,No Error,23,Non-Eligible,No Error,17,Non-Eligible,No Error
40,44412,No Error,77,42404,No Error,39,40724,No Error,22,47158,EOI,27,51577,No Error,37,23755,No Error,63,Eligible,No Error,75,Non-Eligible,No Error
49,6145,No Error,65,51385,No Error,48,61794,No Error,24,12456,No Error,73,57500,No Error,39,53451,No Error,43,Eligible,No Error,38,Non-Eligible,No Error
51,85314,No Error,78,26869,No Error,54,73929,No Error,33,70062,No Error,50,14602,No Error,41,6248,No Error,63,Non-Eligible,No Error,23,Eligible,No Error
59,49763,No Error,56,26273,No Error,61,22294,No Error,97,13019,No Error,18,97157,EOI,65,25072,No Error,79,Eligible,No Error,66,Non-Eligible,No Error
64,32027,No Error,66,70125,No Error,70,75445,No Error,40,11779,No Error,90,28972,No Error,58,21985,No Error,54,Eligible,No Error,83,Non-Eligible,EOE
34,96761,No Error,44,78580,No Error,48,63953,No Error,34,58675,No Error,0,99968,EOI,46,28295,No Error,95,Eligible,No Error,20,Non-Eligible,No Error
41,89323,No Error,50,32511,No Error,54,62552,No Error,27,68406,No Error,36,63262,No Error,42,47490,No Error,53,Non-Eligible,No Error,18,Eligible,EOI
68,1654,No Error,95,34954,No Error,99,34256,No Error,30,79703,No Error,50,51559,No Error,70,74152,No Error,79,Eligible,No Error,57,Non-Eligible,No Error
59,36887,No Error,54,55584,No Error,96,725,EOE,47,26439,No Error,30,20699,No Error,69,49361,No Error,41,Eligible,No Error,98,Eligible,No Error
56,84540,No Error,66,43674,No Error,99,57330,No Error,34,49334,No Error,53,98440,No Error,31,47070,No Error,43,Eligible,No Error,32,Non-Eligible,No Error
72,4851,EOE,80,29739,No Error,97,43900,No Error,35,30420,No Error,58,85299,No Error,90,35097,No Error,51,Eligible,No Error,21,Non-Eligible,No Error
45,92594,No Error,61,57828,No Error,45,7032,No Error,24,43171,EOI,29,59819,No Error,67,16753,No Error,72,Non-Eligible,No Error,61,Eligible,No Error
64,31877,No Error,67,70060,No Error,75,72712,No Error,19,62234,EOI,79,26941,No Error,84,48074,No Error,95,Eligible,No Error,98,Non-Eligible,EOE
72,54561,No Error,41,73412,No Error,82,23329,No Error,99,12319,No Error,70,83269,No Error,70,34014,No Error,20,Non-Eligible,No Error,90,Non-Eligible,EOE
42,53573,No Error,46,17015,No Error,48,69927,No Error,12,40972,EOI,63,81803,No Error,44,63961,No Error,64,Non-Eligible,No Error,47,Eligible,No Error
55,37459,No Error,93,79868,No Error,44,31097,No Error,43,25620,No Error,47,50962,No Error,52,6326,No Error,69,Eligible,No Error,50,Non-Eligible,No Error
54,82244,No Error,22,17090,No Error,78,48084,No Error,61,78555,No Error,35,55539,No Error,78,14882,No Error,87,Non-Eligible,EOE,68,Non-Eligible,No Error
